SubjectID,Visit,TrialNo,TimeAtStartOfTrial,BlockNo,LeftFace,RightFace,WinningFace,WinningSide,ChosenFace,ChosenSide,FaceOnset,RT,FeedbackOnset,Rewarded,PercentRewardedInBlock
MUTRIPB047A,1,1,3.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,4.00,1581,8.50,Yes,100
MUTRIPB047A,1,2,10.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,11.00,2054,15.50,No,50
MUTRIPB047A,1,3,17.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,18.00,1430,22.50,No,33
MUTRIPB047A,1,4,24.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,25.00,1126,29.50,No,25
MUTRIPB047A,1,5,31.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,32.00,1246,36.50,Yes,40
MUTRIPB047A,1,6,38.00,1,AngryB,HappyB,HappyB,Right,HappyB,Right,39.00,1260,43.50,Yes,50
MUTRIPB047A,1,7,45.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,46.00,2893,50.50,No,43
MUTRIPB047A,1,8,52.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,53.00,1181,57.50,No,38
MUTRIPB047A,1,9,59.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,60.00,581,64.50,Yes,44
MUTRIPB047A,1,10,66.00,1,AngryB,HappyB,HappyB,Right,HappyB,Right,67.00,1107,71.50,Yes,50
MUTRIPB047A,1,11,73.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,74.00,1156,78.50,No,45
MUTRIPB047A,1,12,80.00,1,AngryB,HappyB,HappyB,Right,HappyB,Right,81.00,989,85.50,Yes,50
MUTRIPB047A,1,13,87.00,1,HappyB,AngryB,HappyB,Left,AngryB,Right,88.00,1148,92.50,No,46
MUTRIPB047A,1,14,94.00,1,HappyB,AngryB,HappyB,Left,AngryB,Right,95.00,835,99.50,No,43
MUTRIPB047A,1,15,101.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,102.00,683,106.50,Yes,47
MUTRIPB047A,1,16,108.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,109.00,4324,113.50,No,44
MUTRIPB047A,1,17,115.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,116.00,1154,120.50,No,41
MUTRIPB047A,1,18,122.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,123.00,916,127.50,No,39
MUTRIPB047A,1,19,129.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,130.00,707,134.50,Yes,42
MUTRIPB047A,1,20,136.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,137.00,1116,141.50,Yes,45
MUTRIPB047A,1,21,143.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,144.00,1034,148.50,Yes,48
MUTRIPB047A,1,22,150.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,151.00,2811,155.50,No,45
MUTRIPB047A,1,23,157.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,158.00,1403,162.50,No,43
MUTRIPB047A,1,24,164.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,165.00,1395,169.50,Yes,46
MUTRIPB047A,1,25,171.00,1,HappyB,AngryB,HappyB,Left,HappyB,Left,172.00,1163,176.50,Yes,48
MUTRIPB047A,1,26,178.00,1,AngryB,HappyB,AngryB,Left,HappyB,Right,179.00,1074,183.50,No,46
MUTRIPB047A,1,27,185.00,1,AngryB,HappyB,AngryB,Left,AngryB,Left,186.00,611,190.50,Yes,48
MUTRIPB047A,1,28,192.00,1,HappyB,AngryB,AngryB,Right,HappyB,Left,193.00,803,197.50,No,46
MUTRIPB047A,1,29,199.00,1,AngryB,HappyB,HappyB,Right,AngryB,Left,200.00,819,204.50,No,45
MUTRIPB047A,1,30,206.00,1,HappyB,AngryB,AngryB,Right,AngryB,Right,207.00,595,211.50,Yes,47
MUTRIPB047A,1,31,216.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralB,Left,217.00,3705,221.50,No,00
MUTRIPB047A,1,32,223.00,2,NeutralB,NeutralA,NeutralA,Right,NeutralA,Right,224.00,1467,228.50,Yes,50
MUTRIPB047A,1,33,230.00,2,NeutralA,NeutralB,NeutralB,Right,NeutralA,Left,231.00,1929,235.50,No,33
